,Niche Name,Niche City,Maps_ID,Maps_Name,Maps Address,Maps_Rating,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating,ID,County,Type,Sector,Charter,Status,Street Address,Match Score,Matched Name,Matched City
1476,Kings Valley Academy II,Hanford,ChIJraTupnjDlIAR1lVsAFbwj_Q,Learn4Life - Kings Valley Academy II (Hanford),"312 W 7th St, Hanford, CA 93230, USA",4.2,Kings Valley Academy II,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=16639580136556,0.3,0.27,0.02,,,,,,,,,,,,1855,Kit Carson Union Elementary,Hanford,4.8,16639580136556,Kings,K-12 Schools (Public),Public,Yes,Active,312 West Seventh St.,100.0,Kings Valley Academy II,Hanford
1477,Inglewood High School,Inglewood,ChIJh7-UBwO3woARbl5dkIkaTDM,Inglewood High School,"231 S Grevillea Ave, Inglewood, CA 90301, USA",3.4,Inglewood High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19646341934231,0.82,0.41,0.01,0.1,0.14,7.0,960.0,470.0,490.0,21.0,20.0,22.0,21.0,21.0,1856,Inglewood Unified,Inglewood,3.33,19646341934231,Los Angeles,High Schools (Public),Public,No,Active,231 South Grevillea Ave.,80.0,Inglewood High,Inglewood
1478,Vista West Continuation High School,Bakersfield,ChIJt9PHEk9C6oARM_DylQZGbLg,Vista West High School,"7115 Rosedale Hwy, Bakersfield, CA 93308, USA",4.8,Vista West Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=15635291530112,0.48,0.12,0.05,,,,,,,,,,,,1857,Kern High,Bakersfield,5.0,15635291530112,Kern,Continuation High Schools,Public,No,Active,7115 Rosedale Hwy.,88.88888888888889,Vista West Continuation High,Bakersfield
1479,Diego Hills Central Public Charter,San diego,ChIJARepaJdW2YARSgnY40TGtDY,Learn4Life San Diego - Diego Hills Central,"4348 54th St, San Diego, CA 92115, USA",4.7,San Diego Cooperative Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683386119168,0.17,0.32,0.05,,,,,,,,,,,,1858,San Diego Unified,San Diego,4.0,37683386119168,San Diego,Elementary Schools (Public),Public,Yes,Active,7260 Linda Vista Rd.,60.31746031746032,San Diego Cooperative Charter,San Diego
1480,Atascadero Choices in Education Academy: High School,Atascadero,ChIJUxdUiyno7IARotBhWtnWbAA,Atascadero High School,"1 High School Hill Rd, Atascadero, CA 93422, USA",3.8,Atascadero Choices in Education Academy (ACE),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=40687004030102,0.77,0.15,0.1,,,,,,,,,,,,1862,Atascadero Unified,Atascadero,,40687004030102,San Luis Obispo,Alternative Schools of Choice,Public,No,Active,10801 El Camino Real,82.4742268041237,Atascadero Choices in Education Academy (ACE),Atascadero
1481,Valley Oak High School,Napa,ChIJB0pTW-QGhYARl8EUpux_MxI,Valley Oak High School,"1600 Myrtle Ave, Napa, CA 94558, USA",4.7,Valley Oak High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=28662662830149,0.67,0.17,0.05,,,,,,,,,,,,1864,Napa Valley Unified,Napa,4.75,28662662830149,Napa,Continuation High Schools,Public,No,Active,1600 Myrtle Ave.,81.08108108108108,Valley Oak High,Napa
1482,West Shores High School,Salton city,ChIJYeY0_MgW2oARhvUvk6tPU4c,West Shores High School,"2381 Shore Hawk Ave, Salton City, CA 92275, USA",3.9,West Shores High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33736763330354,0.67,0.26,0.05,0.37,0.28,8.0,980.0,490.0,500.0,25.0,22.0,25.0,27.0,24.0,1866,Coachella Valley Unified,Salton City,3.69,33736763330354,Riverside,High Schools (Public),Public,No,Active,2381 Shore Hawk Ave.,82.05128205128204,West Shores High,Salton City
1483,Foothill High School,Bakersfield,ChIJCf8AiFps6oAR_g13KgJXUOM,Foothill High School,"501 Park Dr, Bakersfield, CA 93306, USA",3.9,Foothill High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=15635291532605,0.82,0.44,0.1,0.0,0.11,12.0,1070.0,550.0,520.0,24.0,24.0,25.0,25.0,22.0,1867,Kern High,Bakersfield,3.72,15635291532605,Kern,High Schools (Public),Public,No,Active,501 Park Dr.,78.78787878787878,Foothill High,Bakersfield
1484,Robert Elliott Alternative Education Center,Modesto,ChIJXUULgKpWkIAROQgCCvU8xxM,Elliott Alternative Education,"1440 Sunrise Ave, Modesto, CA 95350, USA",3.5,Robert Elliott Alternative Education Center,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=50711755034913,0.53,0.08,0.05,,,,,,,,,,,,1868,Modesto City High,Modesto,4.17,50711755034913,Stanislaus,Continuation High Schools,Public,No,Active,1440 Sunrise Ave.,100.0,Robert Elliott Alternative Education Center,Modesto
1485,Garfield High School,San diego,ChIJUU3m-p9U2YAR-yuUHS0p0lU,Garfield High School,"1255 16th St, San Diego, CA 92101, USA",4.5,Garfield High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37683383737962,0.27,0.05,0.05,,,,,,,,,,,,1869,San Diego Unified,San Diego,4.0,37683383737962,San Diego,Continuation High Schools,Public,No,Active,1255 16th St.,78.78787878787878,Garfield High,San Diego
1486,Desert Oasis High School,El centro,ChIJ966kLtlm14ARTX3c5HLwN48,Desert Oasis High School,"1302 S 3rd St, El Centro, CA 92243, USA",3.0,Desert Oasis High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=13631151333558,0.37,0.35,0.1,,,,,,,,,,,,1870,Central Union High,El Centro,3.67,13631151333558,Imperial,Continuation High Schools,Public,No,Active,1302 South Third St.,71.42857142857143,Desert Oasis High (Continuation),El Centro
1487,Antelope Valley Learning Academy,Palmdale,ChIJgRdIrPxawoARApTCsILRar8,Antelope Valley Learning Academy (AVLA),"37212 47th St E, Palmdale, CA 93552, USA",4.1,Antelope Valley Learning Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648570112714,0.21,0.33,0.04,,,,,,,,,,,,1871,Palmdale Elementary,Palmdale,4.46,19648570112714,Los Angeles,K-12 Schools (Public),Public,Yes,Active,37212 47th St. East,100.0,Antelope Valley Learning Academy,Palmdale
1488,Alvord Continuation High School,Riverside,ChIJ_cQ7DWW33IARDiQKjRpOITc,Alvord Continuation High School,"3606 Pierce St, Riverside, CA 92503, USA",4.3,Arlington High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33672153330024,0.57,0.08,0.05,,,,,,,,,,,,1872,Riverside Unified,Riverside,4.0,33672153330024,Riverside,High Schools (Public),Public,No,Active,2951 Jackson St.,53.333333333333336,Arlington High,Riverside
1489,Central High School,Los angeles,ChIJpbMQIdPHwoARWDfACiZugfs,Central High School Tri-C CDS,"716 E 14th St, Los Angeles, CA 90021, USA",4.7,Central High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331930387,0.13,0.15,0.1,,,,,,,,,,,,1873,Los Angeles Unified,Los Angeles,3.5,19647331930387,Los Angeles,Continuation High Schools,Public,No,Active,716 East 14th St.,77.41935483870968,Central High,Los Angeles
1490,Sierra High School,Azusa,ChIJTZh3e9Unw4AR62lk7MLAPVM,Sierra High School,"1040 E Gladstone St, Azusa, CA 91702, USA",4.6,Sierra High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642791931765,0.72,0.27,0.05,0.11,,,,,,,,,,,1874,Azusa Unified,Azusa,3.38,19642791931765,Los Angeles,Continuation High Schools,Public,No,Active,1040 East Gladstone St.,75.86206896551724,Sierra High,Azusa
1491,Cesar Chavez Continuation High School,Compton,ChIJATOpQLrLwoARtpSZcnVoiaI,Cesar Chavez Alternative School,"12501 Wilmington Ave, Compton, CA 90222, USA",3.8,Cesar Chavez Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19734371995695,0.53,0.05,0.05,,,,,,,,,,,,1875,Compton Unified,Compton,5.0,19734371995695,Los Angeles,Continuation High Schools,Public,No,Active,15301 San Jose Ave.,89.55223880597015,Cesar Chavez Continuation High,Compton
1492,Sequoia High School,Visalia,ChIJ719e5vollYARbVAR40TLvy0,Sequoia High School,"1040 N Woodland St, Visalia, CA 93291, USA",3.7,Sequoia High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=54722565435839,0.5,0.12,0.05,,,,,,,,,,,,1876,Visalia Unified,Visalia,4.0,54722565435839,Tulare,Continuation High Schools,Public,No,Active,1040 North Woodland St,77.41935483870968,Sequoia High,Visalia
1493,Goodwill High School,Victorville,ChIJReoIzaUC4BQRYUYyxl_qPiw,Goodwill Education Center,"16350 Mojave Dr, Victorville, CA 92395, USA",4.3,Goodwill High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36679343630100,0.42,0.1,0.1,,,,,,,,,,,,1877,Victor Valley Union High,Victorville,2.74,36679343630100,San Bernardino,Continuation High Schools,Public,No,Active,16350 Mojave Dr.,78.78787878787878,Goodwill High,Victorville
1494,Mervyn M. Dymally High School,Los angeles,ChIJhTeGZ5bJwoARGxgUdmXLoOc,Mervyn M. Dymally High School,"8800 San Pedro St, Los Angeles, CA 90003, USA",3.5,Mervyn M. Dymally High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330126573,0.82,0.22,0.05,0.0,0.12,5.0,990.0,470.0,520.0,,,,,,1878,Los Angeles Unified,Los Angeles,3.3,19647330126573,Los Angeles,High Schools (Public),Public,No,Active,8800 South San Pedro St.,86.27450980392157,Mervyn M. Dymally High,Los Angeles
1495,North Park Continuation High School,Baldwin park,ChIJ22QpUYjXwoARyZSvIiUBnkI,North Park High School,"4600 Bogart Ave, Baldwin Park, CA 91706, USA",4.0,North Park Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642871936384,0.82,0.12,0.05,,,,,,,,,,,,1879,Baldwin Park Unified,Baldwin Park,4.56,19642871936384,Los Angeles,Continuation High Schools,Public,No,Active,4600 Bogart Ave.,88.88888888888889,North Park Continuation High,Baldwin Park
1496,La Vista High School,Fullerton,ChIJXy5WX8XV3IARIXQbWvfZAFM,La Vista High School,"909 N State College Blvd, Fullerton, CA 92831, USA",4.2,La Vista High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30665143033610,0.47,0.15,0.01,,,,,,,,,,,,1880,Fullerton Joint Union High,Fullerton,4.33,30665143033610,Orange,Continuation High Schools,Public,No,Active,909 North State College Blvd.,66.66666666666667,La Vista High (Continuation),Fullerton
1497,Options for Youth-San Bernardino,San bernardino,ChIJabJ9x8es3IARx8BG8f9-FuU,Options For Youth,"985 S E St Suite A, San Bernardino, CA 92408, USA",3.7,Options for Youth-San Bernardino,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36678760120568,0.23,0.28,0.03,,,,1040.0,510.0,520.0,21.0,19.0,21.0,21.0,22.0,1882,San Bernardino City Unified,San Bernardino,4.1,36678760120568,San Bernardino,High Schools (Public),Public,Yes,Active,985 South E St. #A,100.0,Options for Youth-San Bernardino,San Bernardino
1498,Ambassador Phillip V. Sanchez II Public Charter,Fresno,ChIJK0LflAZelIARSMgTeXpoFKk,Learn4Life Fresno Downtown - Ambassador Sanchez II,"830 Fresno St, Fresno, CA 93706, USA",5.0,Ambassador Phillip V. Sanchez II Public Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10623800136499,0.27,0.15,0.1,,,,,,,,,,,,1885,Raisin City Elementary,Fresno,4.0,10623800136499,Fresno,K-12 Schools (Public),Public,Yes,Active,830 Fresno St.,100.0,Ambassador Phillip V. Sanchez II Public Charter,Fresno
1499,Crenshaw Magnet High School,Los angeles,ChIJ6_ZvcI63woARe0SEpyo40_k,Crenshaw High School,"5010 11th Ave, Los Angeles, CA 90043, USA",3.8,King/Drew Medical Magnet High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331933001,0.72,0.12,0.05,0.06,0.23,10.0,930.0,450.0,480.0,21.0,22.0,21.0,21.0,21.0,1888,Los Angeles Unified,Los Angeles,3.27,19647331933001,Los Angeles,Alternative Schools of Choice,Public,No,Active,1601 East 120th St.,53.57142857142857,King/Drew Medical Magnet High,Los Angeles
1500,Coronado High School,West covina,ChIJk9cdji7WwoAR_A7G_ha7b7E,Coronado High School,"1500 E Francisquito Ave, West Covina, CA 91791, USA",4.2,Coronado High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19650941938513,0.82,0.08,0.05,,,,,,,,,,,,1890,West Covina Unified,West Covina,4.5,19650941938513,Los Angeles,Continuation High Schools,Public,No,Active,1500 East Francisquito Ave.,66.66666666666667,Coronado High (Continuation),West Covina
1501,Vallejo High School,Vallejo,ChIJ11sP90BzhYARHj5QoWvoIb8,Vallejo High School,"840 Nebraska St, Vallejo, CA 94590, USA",3.0,Vallejo High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=48705814838504,0.72,0.22,0.11,0.0,0.11,11.0,1010.0,500.0,510.0,18.0,18.0,17.0,17.0,19.0,1891,Vallejo City Unified,Vallejo,2.78,48705814838504,Solano,High Schools (Public),Public,No,Active,840 Nebraska St.,77.41935483870968,Vallejo High,Vallejo
1502,Mount Toro High School,Salinas,ChIJ_9cbR7f4jYAR8nftZgfjHLY,Mount Toro High School,"10 Sherwood Pl, Salinas, CA 93906, USA",4.4,Mount Toro High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=27661592734481,0.47,0.12,0.05,,,,,,,,,,,,1893,Salinas Union High,Salinas,5.0,27661592734481,Monterey,Continuation High Schools,Public,No,Active,10 Sherwood Pl.,81.08108108108108,Mount Toro High,Salinas
1503,Avalon High School,Wilmington,ChIJl4CS8sg13YARWUtbtXGhO7U,Avalon High School,"1425 N Avalon Blvd, Wilmington, CA 90744, USA",3.3,Dan M. Issacs Avalon High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331931930,0.35,0.15,0.1,,,,,,,,,,,,1894,Los Angeles Unified,Wilmington,3.57,19647331931930,Los Angeles,Continuation High Schools,Public,No,Active,1425 North Avalon Blvd.,51.162790697674424,Dan M. Issacs Avalon High,Wilmington
1504,San Joaquin County Community,Stockton,ChIJfwxZBJgSkIAR-ZISLmDWUeM,San Joaquin County Human Services Agency,"333 E Washington St, Stockton, CA 95202, USA",3.9,San Joaquin County Community,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39103973930468,0.29,0.11,0.03,,,,,,,,,,,,1895,San Joaquin County Office of Education,Stockton,4.0,39103973930468,San Joaquin,County Community,Public,No,Active,2707 Transworld Dr.,100.0,San Joaquin County Community,Stockton
1505,Robert H. Lewis Continuation,Sun valley,ChIJDWVSHq6WwoARgnyIlXJIxfI,Robert H. Lewis High School,"12508 Wicks St, Sun Valley, CA 91352, USA",5.0,Robert H. Lewis Continuation,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331931435,0.25,0.1,0.1,,,,,,,,,,,,1896,Los Angeles Unified,Sun Valley,5.0,19647331931435,Los Angeles,Continuation High Schools,Public,No,Active,12508 Wicks St.,100.0,Robert H. Lewis Continuation,Sun Valley
1506,Valley View High School,Ontario,ChIJ73lt5Ds0w4ARQikyoMubKYo,Valley View High School,"1801 E 6th St, Ontario, CA 91764, USA",3.4,Valley View High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676523637659,0.45,0.08,0.05,,,,,,,,,,,,1898,Chaffey Joint Union High,Ontario,3.0,36676523637659,San Bernardino,Continuation High Schools,Public,No,Active,1801 East Sixth St.,70.37037037037037,Valley View High (Continuation),Ontario
1507,Major General Raymond Murray High School,Vista,ChIJYxh64qV23IAR88Kum11ZTzk,Murray High School,"215 N Melrose Dr, Vista, CA 92083, USA",5.0,Major General Raymond Murray High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684520115451,0.47,0.12,0.05,,,,,,,,,,,,1901,Vista Unified,Vista,4.0,37684520115451,San Diego,Continuation High Schools,Public,No,Active,215 North Melrose Dr.,90.41095890410959,Major General Raymond Murray High,Vista
1508,Mt. Madonna High School,Gilroy,ChIJpxZpxifikYARnNlqz2HIsCo,Mt Madonna Continuation High School,"8750 Hirasaki Ct, Gilroy, CA 95020, USA",5.0,Mt. Madonna High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43694844334850,0.42,0.1,0.1,,,,,,,,,,,,1902,Gilroy Unified,Gilroy,4.0,43694844334850,Santa Clara,Continuation High Schools,Public,No,Active,8750 Hirasaki Ct.,82.05128205128204,Mt. Madonna High,Gilroy
1509,Del Puerto High School,Patterson,ChIJW9Kw4sSzkYARe6g-QWIM0kU,Del Puerto High School,"640 M St, Patterson, CA 95363, USA",5.0,Del Puerto High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=50712175030127,0.47,0.15,0.1,,,,,,,,,,,,1903,Patterson Joint Unified,Patterson,5.0,50712175030127,Stanislaus,Continuation High Schools,Public,No,Active,640 M St.,81.08108108108108,Del Puerto High,Patterson
1510,El Puente,Salinas,ChIJ08YARrf4jYARQGbVpsh23H8,El Puente School,"20 Sherwood Pl, Salinas, CA 93906, USA",5.0,El Puente,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=27661590124610,0.32,0.32,0.05,,,,,,,,,,,,1904,Salinas Union High,Salinas,4.6,27661590124610,Monterey,Alternative Schools of Choice,Public,No,Active,20 Sherwood Pl.,100.0,El Puente,Salinas
1511,Options For Youth-Acton,Fontana,ChIJ0XXX4MpMw4ARJ7OU5vOCJpw,Options For Youth,"17216 Slover Ave Suite L-102, Fontana, CA 92337, USA",4.2,Options for Youth-Acton,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19753090136648,0.27,0.38,0.03,,,,1070.0,530.0,540.0,,,,,,1905,Acton-Agua Dulce Unified,Fontana,4.3,19753090136648,Los Angeles,High Schools (Public),Public,Yes,Active,"17216 Slover Ave., Ste. L-102",95.65217391304348,Options for Youth-Acton,Fontana
1512,Frida Kahlo High School,Los angeles,ChIJG0xWfNDHwoARWKk35UaChVs,Frida Kahlo High School,"1924 S Los Angeles St, Los Angeles, CA 90011, USA",5.0,Frida Kahlo High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330110668,0.12,0.15,0.1,,,,,,,,,,,,1907,Los Angeles Unified,Los Angeles,3.92,19647330110668,Los Angeles,Continuation High Schools,Public,No,Active,1924 South Los Angeles St.,82.05128205128204,Frida Kahlo High,Los Angeles
1513,Kings Canyon Continuation,Dinuba,ChIJ2a1D26sdlYARj4TwZsnPrIk,Kings Canyon High School,"10026 S Crawford Ave, Dinuba, CA 93618, USA",5.0,Kings Canyon Continuation,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10622651033703,0.92,0.27,0.05,,,,,,,,,,,,1908,Kings Canyon Joint Unified,Dinuba,,10622651033703,Fresno,Continuation High Schools,Public,No,Active,10026 South Crawford Ave.,100.0,Kings Canyon Continuation,Dinuba
1514,Parlier High School,Parlier,ChIJ0UaeEGn7lIARL9FKTsr6fos,Parlier High School,"601 3rd St, Parlier, CA 93648, USA",4.7,Parlier High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10623641034990,0.96,0.24,0.06,0.25,0.1,5.0,960.0,470.0,490.0,17.0,17.0,17.0,16.0,17.0,1909,Parlier Unified,Parlier,3.44,10623641034990,Fresno,High Schools (Public),Public,No,Active,603 Third St.,77.41935483870968,Parlier High,Parlier
1515,Palomar High School,Chula vista,ChIJQV-7U4FO2YAR-HT-mH8-E7w,Palomar High School,"480 Palomar St, Chula Vista, CA 91911, USA",4.0,Palomar High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684113732047,0.17,0.08,0.05,,,,,,,,,,,,1910,Sweetwater Union High,Chula Vista,5.0,37684113732047,San Diego,Continuation High Schools,Public,No,Active,480 Palomar St.,77.41935483870968,Palomar High,Chula Vista
1516,Lorin Griset Academy,Santa ana,ChIJ8f8slPHY3IARLlZ5ybexYw0,Lorin Griset Academy,"1915 W McFadden Ave, Santa Ana, CA 92704, USA",4.6,Lorin Griset Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30666703034998,0.5,0.05,0.05,,,,,,,,,,,,1911,Santa Ana Unified,Santa Ana,5.0,30666703034998,Orange,Continuation High Schools,Public,No,Active,1915 West McFadden,100.0,Lorin Griset Academy,Santa Ana
1517,Wasco Independence High School,Wasco,ChIJ11ijVsf-6oARLgIvEsVyB68,Independence High School,"1445 Poso Dr, Wasco, CA 93280, USA",5.0,Wasco Independence High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=15638591530351,0.62,0.15,0.1,,,,,,,,,,,,1912,Wasco Union High,Wasco,5.0,15638591530351,Kern,Continuation High Schools,Public,No,Active,1445 Poso Dr.,86.79245283018868,Wasco Independence High,Wasco
1518,Valley High School,Escondido,ChIJ8ZTEo-fy24AR-3dj6fYSiiY,Valley High School,"410 Hidden Trails Rd, Escondido, CA 92027, USA",5.0,Valley High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37681063732054,0.42,0.08,0.05,,,,,,,,,,,,1913,Escondido Union High,Escondido,4.14,37681063732054,San Diego,Continuation High Schools,Public,No,Active,410 North Hidden Trails Rd.,63.63636363636363,Valley High (Continuation),Escondido
1519,San Andreas Continuation High School,Hollister,ChIJBeaYHyz2kYARCLpVt3WdXNw,San Andreas Continuation high school,"191 Alvarado St, Hollister, CA 95023, USA",4.0,San Andreas Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=35675383530029,0.45,0.1,0.1,,,,,,,,,,,,1914,San Benito High,Hollister,3.0,35675383530029,San Benito,Continuation High Schools,Public,No,Active,191 Alvarado St.,89.23076923076923,San Andreas Continuation High,Hollister
1520,McClellan High School,Antelope,ChIJV1doBQInm4ARGMnDbQ3RjW4,McClellan High School,"8725 Watt Ave, Antelope, CA 95843, USA",5.0,McClellan High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34739733430451,0.45,0.25,0.1,,,,,,,,,,,,1916,Center Joint Unified,Antelope,,34739733430451,Sacramento,Continuation High Schools,Public,No,Active,8725 Watt Ave.,68.0,McClellan High (Continuation),Antelope
